7.400163685209020237e-01	8.169706961233810238e-01
7.221912063283110195e-01	8.042477897707449586e-01
7.221912063283110195e-01	8.093369523117990294e-01
7.221912063283110195e-01	8.093369523117990294e-01
7.221912063283110195e-01	8.017032085002180342e-01
7.400163685209020237e-01	8.118815335823259538e-01
7.400163685209020237e-01	8.042477897707449586e-01
7.578415307134880319e-01	8.067923710412719940e-01
7.731202411642780215e-01	8.042477897707449586e-01
7.833060481314719770e-01	8.017032085002180342e-01
8.036776620658589998e-01	8.144261148528539884e-01
8.036776620658589998e-01	8.093369523117990294e-01
8.087705655494550339e-01	8.093369523117990294e-01
8.138634690330519561e-01	8.093369523117990294e-01
8.113170172912550493e-01	8.042477897707449586e-01
8.240492760002450234e-01	8.169706961233810238e-01
8.164099207748519715e-01	8.042477897707449586e-01
8.240492760002450234e-01	8.118815335823259538e-01
8.240492760002450234e-01	8.118815335823259538e-01
8.215028242584490048e-01	8.067923710412719940e-01
8.342350829674389789e-01	8.195152773939079482e-01
8.316886312256419611e-01	8.169706961233810238e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.393279864510350130e-01	8.246044399349620191e-01
8.291421794838419457e-01	8.144261148528539884e-01
8.367815347092389944e-01	8.220598586644349837e-01
8.393279864510350130e-01	8.220598586644349837e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.469673416764319507e-01	8.296936024760159789e-01
8.444208899346320463e-01	8.220598586644349837e-01
8.469673416764319507e-01	8.246044399349620191e-01
8.546066969018260018e-01	8.322381837465440135e-01
8.444208899346320463e-01	8.220598586644349837e-01
8.495137934182289685e-01	8.271490212054890545e-01
8.520602451600289839e-01	8.296936024760159789e-01
8.495137934182289685e-01	8.296936024760159789e-01
8.571531486436260172e-01	8.347827650170670521e-01
8.546066969018260018e-01	8.296936024760159789e-01
8.520602451600289839e-01	8.296936024760159789e-01
8.520602451600289839e-01	8.271490212054890545e-01
8.469673416764319507e-01	8.220598586644349837e-01
8.596996003854220358e-01	8.296936024760159789e-01
8.520602451600289839e-01	8.246044399349620191e-01
8.520602451600289839e-01	8.246044399349620191e-01
8.520602451600289839e-01	8.246044399349620191e-01
8.444208899346320463e-01	8.169706961233810238e-01
8.546066969018260018e-01	8.271490212054890545e-01
8.495137934182289685e-01	8.169706961233810238e-01
8.444208899346320463e-01	8.144261148528539884e-01
8.520602451600289839e-01	8.246044399349620191e-01
8.418744381928360276e-01	8.118815335823259538e-01
8.469673416764319507e-01	8.144261148528539884e-01
8.495137934182289685e-01	8.220598586644349837e-01
8.393279864510350130e-01	8.093369523117990294e-01
8.444208899346320463e-01	8.195152773939079482e-01
8.418744381928360276e-01	8.118815335823259538e-01
8.444208899346320463e-01	8.118815335823259538e-01
8.495137934182289685e-01	8.118815335823259538e-01
8.367815347092389944e-01	8.067923710412719940e-01
8.444208899346320463e-01	8.144261148528539884e-01
8.393279864510350130e-01	8.118815335823259538e-01
8.367815347092389944e-01	8.118815335823259538e-01
8.418744381928360276e-01	8.195152773939079482e-01
8.316886312256419611e-01	8.067923710412719940e-01
8.342350829674389789e-01	8.118815335823259538e-01
8.367815347092389944e-01	8.144261148528539884e-01
8.342350829674389789e-01	8.144261148528539884e-01
8.418744381928360276e-01	8.195152773939079482e-01
8.291421794838419457e-01	8.093369523117990294e-01
8.342350829674389789e-01	8.144261148528539884e-01
8.342350829674389789e-01	8.144261148528539884e-01
8.342350829674389789e-01	8.144261148528539884e-01
8.418744381928360276e-01	8.220598586644349837e-01
8.240492760002450234e-01	8.118815335823259538e-01
8.316886312256419611e-01	8.144261148528539884e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.393279864510350130e-01	8.220598586644349837e-01
8.265957277420450389e-01	8.118815335823259538e-01
8.393279864510350130e-01	8.246044399349620191e-01
8.342350829674389789e-01	8.195152773939079482e-01
8.342350829674389789e-01	8.195152773939079482e-01
8.367815347092389944e-01	8.246044399349620191e-01
8.265957277420450389e-01	8.144261148528539884e-01
8.393279864510350130e-01	8.246044399349620191e-01
8.342350829674389789e-01	8.220598586644349837e-01
8.342350829674389789e-01	8.195152773939079482e-01
8.342350829674389789e-01	8.220598586644349837e-01
8.291421794838419457e-01	8.144261148528539884e-01
8.393279864510350130e-01	8.271490212054890545e-01
8.265957277420450389e-01	8.144261148528539884e-01
8.342350829674389789e-01	8.195152773939079482e-01
8.342350829674389789e-01	8.195152773939079482e-01
8.291421794838419457e-01	8.144261148528539884e-01
8.393279864510350130e-01	8.246044399349620191e-01
8.342350829674389789e-01	8.195152773939079482e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.265957277420450389e-01	8.118815335823259538e-01
8.393279864510350130e-01	8.195152773939079482e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.316886312256419611e-01	8.144261148528539884e-01
8.316886312256419611e-01	8.144261148528539884e-01
8.265957277420450389e-01	8.093369523117990294e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.291421794838419457e-01	8.118815335823259538e-01
8.291421794838419457e-01	8.093369523117990294e-01
8.265957277420450389e-01	8.093369523117990294e-01
8.189563725166489894e-01	8.017032085002180342e-01
8.316886312256419611e-01	8.144261148528539884e-01
8.240492760002450234e-01	8.042477897707449586e-01
8.240492760002450234e-01	8.067923710412719940e-01
8.291421794838419457e-01	8.118815335823259538e-01
8.164099207748519715e-01	7.966140459591639633e-01
8.291421794838419457e-01	8.093369523117990294e-01
8.240492760002450234e-01	8.042477897707449586e-01
8.215028242584490048e-01	8.042477897707449586e-01
8.265957277420450389e-01	8.093369523117990294e-01
8.164099207748519715e-01	7.966140459591639633e-01
8.265957277420450389e-01	8.093369523117990294e-01
8.164099207748519715e-01	7.966140459591639633e-01
8.215028242584490048e-01	8.017032085002180342e-01
8.265957277420450389e-01	8.067923710412719940e-01
8.215028242584490048e-01	8.017032085002180342e-01
8.291421794838419457e-01	8.067923710412719940e-01
8.240492760002450234e-01	8.017032085002180342e-01
8.164099207748519715e-01	7.966140459591639633e-01
8.291421794838419457e-01	8.067923710412719940e-01
8.265957277420450389e-01	8.042477897707449586e-01
8.240492760002450234e-01	8.042477897707449586e-01
8.316886312256419611e-01	8.067923710412719940e-01
8.215028242584490048e-01	7.940694646886360397e-01
8.316886312256419611e-01	8.067923710412719940e-01
8.291421794838419457e-01	8.017032085002180342e-01
8.265957277420450389e-01	8.017032085002180342e-01
8.342350829674389789e-01	8.042477897707449586e-01
8.240492760002450234e-01	7.940694646886360397e-01
8.265957277420450389e-01	7.991586272296909987e-01
8.265957277420450389e-01	7.991586272296909987e-01
8.240492760002450234e-01	7.940694646886360397e-01
8.291421794838419457e-01	8.042477897707449586e-01
8.265957277420450389e-01	7.991586272296909987e-01
8.265957277420450389e-01	7.991586272296909987e-01
8.316886312256419611e-01	8.042477897707449586e-01
8.215028242584490048e-01	7.940694646886360397e-01
8.265957277420450389e-01	7.966140459591639633e-01
8.265957277420450389e-01	7.966140459591639633e-01
8.189563725166489894e-01	7.940694646886360397e-01
8.316886312256419611e-01	8.042477897707449586e-01
8.240492760002450234e-01	7.991586272296909987e-01
8.240492760002450234e-01	7.940694646886360397e-01
8.240492760002450234e-01	7.966140459591639633e-01
8.189563725166489894e-01	7.915248834181090043e-01
8.291421794838419457e-01	8.042477897707449586e-01
8.189563725166489894e-01	7.915248834181090043e-01
8.240492760002450234e-01	7.966140459591639633e-01
8.215028242584490048e-01	7.991586272296909987e-01
8.164099207748519715e-01	7.940694646886360397e-01
8.265957277420450389e-01	8.042477897707449586e-01
8.189563725166489894e-01	7.940694646886360397e-01
8.189563725166489894e-01	7.991586272296909987e-01
8.189563725166489894e-01	7.991586272296909987e-01
8.113170172912550493e-01	7.940694646886360397e-01
8.164099207748519715e-01	8.017032085002180342e-01
8.138634690330519561e-01	8.017032085002180342e-01
8.138634690330519561e-01	7.991586272296909987e-01
8.164099207748519715e-01	8.017032085002180342e-01
8.062241138076590152e-01	7.966140459591639633e-01
8.087705655494550339e-01	8.017032085002180342e-01
8.113170172912550493e-01	7.991586272296909987e-01
8.062241138076590152e-01	7.991586272296909987e-01
8.138634690330519561e-01	8.067923710412719940e-01
7.985847585822619665e-01	7.940694646886360397e-01
8.036776620658589998e-01	7.991586272296909987e-01
8.036776620658589998e-01	8.017032085002180342e-01
7.985847585822619665e-01	7.966140459591639633e-01
8.062241138076590152e-01	8.017032085002180342e-01
8.011312103240619820e-01	8.017032085002180342e-01
8.036776620658589998e-01	8.017032085002180342e-01
8.087705655494550339e-01	8.067923710412719940e-01
8.036776620658589998e-01	7.966140459591639633e-01
8.011312103240619820e-01	8.017032085002180342e-01
8.062241138076590152e-01	8.093369523117990294e-01
7.960383068404649487e-01	7.966140459591639633e-01
7.985847585822619665e-01	8.017032085002180342e-01
7.985847585822619665e-01	8.042477897707449586e-01
7.934918550986650443e-01	7.966140459591639633e-01
8.036776620658589998e-01	8.093369523117990294e-01
7.985847585822619665e-01	8.017032085002180342e-01
7.960383068404649487e-01	8.042477897707449586e-01
8.036776620658589998e-01	8.093369523117990294e-01
7.934918550986650443e-01	7.991586272296909987e-01
8.036776620658589998e-01	8.093369523117990294e-01
7.960383068404649487e-01	8.017032085002180342e-01
8.011312103240619820e-01	8.067923710412719940e-01
8.087705655494550339e-01	8.118815335823259538e-01
7.960383068404649487e-01	7.991586272296909987e-01
8.011312103240619820e-01	8.017032085002180342e-01
8.036776620658589998e-01	8.017032085002180342e-01
7.960383068404649487e-01	7.966140459591639633e-01
8.113170172912550493e-01	8.093369523117990294e-01
8.036776620658589998e-01	8.017032085002180342e-01
8.036776620658589998e-01	7.991586272296909987e-01
8.138634690330519561e-01	8.017032085002180342e-01
8.036776620658589998e-01	7.940694646886360397e-01
8.087705655494550339e-01	7.991586272296909987e-01
8.087705655494550339e-01	7.940694646886360397e-01
8.036776620658589998e-01	7.889803021475819689e-01
8.138634690330519561e-01	7.991586272296909987e-01
8.087705655494550339e-01	7.966140459591639633e-01
8.113170172912550493e-01	7.940694646886360397e-01
8.164099207748519715e-01	7.991586272296909987e-01
8.113170172912550493e-01	7.940694646886360397e-01
8.138634690330519561e-01	7.940694646886360397e-01
8.164099207748519715e-01	7.991586272296909987e-01
8.062241138076590152e-01	7.889803021475819689e-01
8.138634690330519561e-01	7.940694646886360397e-01
8.138634690330519561e-01	7.966140459591639633e-01
8.138634690330519561e-01	7.966140459591639633e-01
8.189563725166489894e-01	8.017032085002180342e-01
8.138634690330519561e-01	7.991586272296909987e-01
8.138634690330519561e-01	7.966140459591639633e-01
8.240492760002450234e-01	8.067923710412719940e-01
8.113170172912550493e-01	7.966140459591639633e-01
8.164099207748519715e-01	8.042477897707449586e-01
8.138634690330519561e-01	8.067923710412719940e-01
8.113170172912550493e-01	8.017032085002180342e-01
8.265957277420450389e-01	8.144261148528539884e-01
8.164099207748519715e-01	8.093369523117990294e-01
8.189563725166489894e-01	8.118815335823259538e-01
8.265957277420450389e-01	8.195152773939079482e-01
8.138634690330519561e-01	8.093369523117990294e-01
8.240492760002450234e-01	8.220598586644349837e-01
8.189563725166489894e-01	8.195152773939079482e-01
8.164099207748519715e-01	8.169706961233810238e-01
8.240492760002450234e-01	8.246044399349620191e-01
8.138634690330519561e-01	8.118815335823259538e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.240492760002450234e-01	8.246044399349620191e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.189563725166489894e-01	8.195152773939079482e-01
8.189563725166489894e-01	8.220598586644349837e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.240492760002450234e-01	8.271490212054890545e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.113170172912550493e-01	8.144261148528539884e-01
8.240492760002450234e-01	8.246044399349620191e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.113170172912550493e-01	8.144261148528539884e-01
8.215028242584490048e-01	8.246044399349620191e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.240492760002450234e-01	8.246044399349620191e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.164099207748519715e-01	8.169706961233810238e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.189563725166489894e-01	8.246044399349620191e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.189563725166489894e-01	8.195152773939079482e-01
8.240492760002450234e-01	8.246044399349620191e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.189563725166489894e-01	8.220598586644349837e-01
8.215028242584490048e-01	8.195152773939079482e-01
8.164099207748519715e-01	8.169706961233810238e-01
8.265957277420450389e-01	8.271490212054890545e-01
8.189563725166489894e-01	8.220598586644349837e-01
8.189563725166489894e-01	8.220598586644349837e-01
8.215028242584490048e-01	8.271490212054890545e-01
8.113170172912550493e-01	8.144261148528539884e-01
8.215028242584490048e-01	8.246044399349620191e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.138634690330519561e-01	8.195152773939079482e-01
8.189563725166489894e-01	8.220598586644349837e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.113170172912550493e-01	8.144261148528539884e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.062241138076590152e-01	8.042477897707449586e-01
8.164099207748519715e-01	8.195152773939079482e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.036776620658589998e-01	8.067923710412719940e-01
8.138634690330519561e-01	8.144261148528539884e-01
8.138634690330519561e-01	8.093369523117990294e-01
8.113170172912550493e-01	8.093369523117990294e-01
8.164099207748519715e-01	8.144261148528539884e-01
8.062241138076590152e-01	8.017032085002180342e-01
8.138634690330519561e-01	8.067923710412719940e-01
8.138634690330519561e-01	8.067923710412719940e-01
8.113170172912550493e-01	8.017032085002180342e-01
8.138634690330519561e-01	8.067923710412719940e-01
8.164099207748519715e-01	8.042477897707449586e-01
8.113170172912550493e-01	7.991586272296909987e-01
8.240492760002450234e-01	8.118815335823259538e-01
8.215028242584490048e-01	8.067923710412719940e-01
8.215028242584490048e-01	8.093369523117990294e-01
8.316886312256419611e-01	8.144261148528539884e-01
8.240492760002450234e-01	8.093369523117990294e-01
8.240492760002450234e-01	8.067923710412719940e-01
8.316886312256419611e-01	8.144261148528539884e-01
8.215028242584490048e-01	8.017032085002180342e-01
8.291421794838419457e-01	8.093369523117990294e-01
8.367815347092389944e-01	8.144261148528539884e-01
8.240492760002450234e-01	8.042477897707449586e-01
8.367815347092389944e-01	8.169706961233810238e-01
8.342350829674389789e-01	8.118815335823259538e-01
8.291421794838419457e-01	8.042477897707449586e-01
8.393279864510350130e-01	8.195152773939079482e-01
8.342350829674389789e-01	8.144261148528539884e-01
8.342350829674389789e-01	8.144261148528539884e-01
8.393279864510350130e-01	8.195152773939079482e-01
8.291421794838419457e-01	8.067923710412719940e-01
8.393279864510350130e-01	8.220598586644349837e-01
8.342350829674389789e-01	8.144261148528539884e-01
8.291421794838419457e-01	8.093369523117990294e-01
8.393279864510350130e-01	8.220598586644349837e-01
8.342350829674389789e-01	8.169706961233810238e-01
8.342350829674389789e-01	8.144261148528539884e-01
